list_user_id,list_song_id,date_time_listened
1179,5161,2023-03-06 23:46:18
2161,2952,2020-07-31 11:24:54
2936,5211,2011-07-17 21:54:59
354,4442,2015-06-19 11:51:06
302,5993,2020-02-20 02:01:10
4778,3651,2013-06-30 13:30:01
2258,4043,2016-06-11 22:15:14
2120,3394,2012-12-09 21:40:28
281,3621,2025-06-28 11:47:01
4662,3898,2025-06-17 14:16:41
3783,4390,2017-05-22 09:26:25
1282,4617,2021-05-27 16:35:52
1855,4016,2023-11-09 15:52:16
3766,4857,2019-12-29 05:58:30
4372,4158,2011-11-25 19:02:02
615,3237,2019-07-04 16:30:01
4520,5745,2018-12-07 01:18:38
307,3868,2018-11-12 20:08:36
4636,4070,2017-09-10 20:34:08
2926,4407,2017-10-10 12:02:56
4491,4846,2019-03-26 11:53:28
1476,4703,2022-08-28 04:43:35
3430,3717,2017-03-18 14:11:56
674,5360,2021-02-19 20:14:36
4803,4171,2012-01-19 05:45:32
4757,4821,2017-03-09 06:40:44
4211,4754,2017-05-12 01:59:15
590,4325,2018-05-08 08:25:34
4419,4636,2022-01-06 17:45:06
4999,4435,2014-07-28 18:26:19
1570,3332,2012-05-04 01:42:52
3091,4857,2013-07-06 12:31:41
2667,3134,2015-05-01 19:57:19
3776,4428,2024-02-03 04:38:52
4074,4012,2016-01-30 13:18:19
4564,4927,2021-02-08 23:49:43
1405,4827,2021-06-29 23:10:29
3471,4246,2022-08-02 18:42:53
4971,4473,2020-09-30 09:10:51
1744,5288,2013-09-08 14:45:15
4059,4745,2015-08-27 04:06:23
1133,4595,2015-02-07 13:09:45
1552,4716,2012-06-16 03:52:27
1315,5360,2011-09-21 20:38:52
2047,3110,2012-07-20 14:23:00
2919,4608,2017-10-09 04:12:36
358,4004,2020-11-25 23:39:06
1622,4215,2025-04-13 05:23:07
566,4204,2016-04-30 16:15:40
4226,6526,2010-06-11 17:09:15
4689,5033,2017-08-12 02:46:41
987,3238,2019-12-11 07:06:29
1094,4181,2016-03-26 11:28:39
687,4836,2013-12-07 13:11:23
2946,3296,2023-03-12 05:12:06
1917,2843,2025-10-17 15:22:02
4045,4310,2015-01-14 10:56:12
4790,4215,2017-02-16 10:02:45
1313,3415,2012-06-06 06:45:31
1498,2707,2025-12-01 07:58:14
4543,4104,2021-05-07 11:15:59
2145,4072,2022-10-08 20:41:56
4787,4748,2013-11-04 21:08:43
2139,5432,2015-12-07 15:37:42
4497,3137,2012-04-01 15:43:01
1244,4575,2021-10-19 01:51:09
3903,4413,2018-09-17 02:42:15
1958,5777,2024-12-01 20:03:16
1834,3928,2022-05-20 11:49:11
2205,4968,2023-10-29 03:06:35
1247,3989,2010-04-12 08:39:35
2973,4303,2013-02-13 23:09:34
3523,3801,2011-04-24 05:18:09
4993,4037,2024-09-01 05:14:24
2371,5145,2016-06-02 04:30:23
134,4855,2022-05-17 07:13:59
1352,5294,2010-07-28 06:13:10
3094,5748,2025-03-22 06:46:29
4487,2000,2016-05-13 07:50:37
93,3753,2025-11-12 01:08:35
347,5402,2023-09-30 14:05:41
81,3881,2012-02-12 11:04:23
3704,4336,2017-05-14 03:56:33
2983,3989,2019-08-11 02:39:22
322,5266,2013-08-01 03:22:03
3271,2903,2020-01-16 22:31:57
3348,4281,2017-11-27 21:23:45
613,4439,2013-06-01 15:44:54
4976,5524,2021-11-28 01:36:58
1005,5437,2020-12-05 15:48:35
519,5094,2018-05-01 10:46:14
1705,5344,2015-09-10 23:48:13
3325,5127,2024-10-15 15:07:38
209,4389,2024-09-27 01:15:10
2766,4977,2017-08-01 00:40:40
3942,5406,2018-12-20 14:32:49
3746,3865,2016-09-05 21:24:05
2407,3381,2016-01-14 16:31:58
2158,3463,2024-12-18 13:42:55
2021,3929,2012-06-26 09:07:16
1621,2705,2012-09-01 21:12:22
3283,4686,2010-04-15 00:37:30
1721,5481,2017-06-18 10:06:05
1442,4834,2022-02-28 05:23:27
307,3821,2019-09-17 18:40:28
1659,5065,2016-05-02 21:06:52
1664,3509,2023-03-30 01:21:53
585,3956,2013-09-20 04:49:11
4157,4630,2013-09-24 12:18:06
1700,3833,2022-12-22 21:52:36
1613,5589,2012-10-07 06:12:14
3386,4497,2021-06-22 23:52:26
900,5165,2018-12-21 03:01:27
4660,4414,2012-05-19 02:03:19
4722,5177,2013-01-11 19:34:40
3044,3812,2011-01-12 02:52:27
1785,4799,2017-02-16 06:46:11
823,5267,2011-02-25 09:01:13
3004,4336,2013-08-24 21:12:38
1100,3479,2014-10-03 14:22:27
3868,3957,2010-09-29 13:50:14
4399,4072,2019-05-26 08:11:10
1286,2990,2023-08-21 14:22:44
3835,3401,2010-06-02 00:00:50
4424,3427,2025-06-15 22:38:49
2803,2944,2016-10-07 16:55:18
3362,4936,2020-07-15 13:41:17
2785,3950,2024-01-21 06:47:40
4211,5088,2020-10-18 16:32:46
596,4071,2015-11-25 10:50:52
2570,3927,2021-06-14 10:16:30
3685,2929,2017-07-18 19:58:38
3918,2685,2012-11-23 07:13:07
3658,4435,2017-06-26 00:26:38
2490,4524,2012-06-03 13:30:24
269,3977,2016-09-17 01:22:41
3187,5349,2021-09-15 19:13:24
3246,4683,2024-07-29 19:43:16
4480,4980,2013-06-30 06:18:42
4820,3412,2021-01-18 11:20:14
4319,6060,2014-06-12 00:05:33
3321,5179,2022-10-20 09:05:44
1745,3526,2023-03-12 09:00:59
3641,4756,2022-01-25 00:02:51
641,4606,2020-02-24 02:16:59
1367,3984,2012-10-06 21:31:39
110,3964,2023-03-17 18:59:35
1818,3813,2021-10-30 03:32:56
1632,5086,2013-09-01 07:20:57
4871,3927,2017-01-27 03:18:25
2384,4659,2023-09-07 08:55:21
1885,4788,2014-07-02 08:17:55
4688,5373,2019-05-15 07:50:16
3727,4028,2015-06-19 15:22:23
4750,4822,2020-02-09 21:12:48
1705,5636,2012-11-16 22:34:46
2833,4633,2013-11-04 12:48:31
1161,4958,2015-01-19 16:50:42
2115,4620,2012-10-07 19:57:53
2417,4157,2023-02-20 19:22:54
4158,3133,2014-06-20 03:06:11
4944,4630,2015-06-08 12:51:45
1714,6181,2014-07-18 14:04:32
4679,3738,2012-01-22 09:50:44
2425,4166,2023-09-26 10:56:42
2001,4596,2012-06-07 12:00:00
1143,4307,2014-01-12 00:41:23
4269,3711,2025-06-18 06:01:24
93,4754,2021-10-05 00:31:00
4842,6192,2011-02-10 01:01:09
2694,4631,2023-12-08 02:51:40
816,4651,2021-12-07 23:26:42
314,4371,2017-02-13 15:45:14
4955,5012,2018-06-08 02:59:22
3771,5351,2020-05-26 19:35:20
3861,5275,2024-12-04 19:39:40
1175,3259,2025-08-25 16:11:29
4258,2853,2012-07-08 22:40:53
2351,3450,2017-08-21 09:42:52
965,3902,2010-06-04 02:23:36
1900,4212,2013-04-02 00:14:37
420,4648,2011-07-26 16:14:43
3728,4829,2024-09-10 05:23:17
1570,4953,2018-08-08 11:26:39
4195,4186,2014-12-10 00:33:01
1277,4355,2018-08-05 15:35:50
3581,4396,2014-01-25 23:42:32
4011,5291,2024-03-20 19:27:46
3559,4220,2011-08-13 04:08:29
1226,4004,2025-02-09 19:09:56
4210,4514,2025-05-17 17:27:33
1510,4240,2015-12-11 22:24:09
1772,3850,2012-07-13 20:59:51
1174,4821,2019-05-26 05:11:44
1373,5023,2021-03-04 12:10:58
850,2863,2025-10-20 13:27:00
2499,5568,2014-09-20 06:08:57
2730,3778,2011-05-08 13:45:26
736,4700,2021-08-29 00:19:11
2734,4373,2020-03-16 05:06:49
4569,3285,2024-12-21 03:50:14
2921,4563,2024-06-18 19:38:29
2619,3340,2016-01-07 15:05:02
1540,5735,2021-03-13 20:03:51
780,3796,2019-06-07 03:45:35
3097,2637,2022-08-29 17:51:11
3838,4904,2019-08-16 22:38:32
3782,5104,2016-05-01 05:06:47
4857,4620,2016-05-26 16:23:24
4038,3779,2012-07-15 23:43:26
806,3444,2019-05-24 10:57:40
1863,4164,2023-07-12 08:04:14
2930,3656,2024-09-14 20:36:43
2004,4185,2018-06-09 22:34:00
4771,5335,2021-12-14 08:28:20
3554,6011,2013-11-15 15:13:39
2197,4447,2016-11-18 23:43:28
231,4526,2018-06-04 00:38:55
1297,3641,2017-07-20 06:37:36
3644,3852,2020-05-05 02:45:05
3657,4911,2024-07-21 17:45:24
945,4077,2011-01-06 20:59:29
567,4568,2014-01-15 00:24:24
72,4095,2013-08-24 22:17:44
2753,3936,2018-12-27 04:36:15
3757,3740,2022-07-17 21:33:28
3893,4472,2018-01-12 03:44:01
3935,4393,2020-12-18 18:18:32
714,4292,2013-06-22 10:03:28
3293,3875,2024-07-25 09:37:22
672,4579,2015-01-19 23:05:37
1002,5706,2013-01-20 20:38:07
263,3723,2021-10-21 15:43:59
1832,5522,2022-02-14 02:46:59
2952,3989,2019-07-27 15:09:37
355,4715,2019-10-15 22:17:56
2592,4523,2017-04-29 14:47:56
2631,5801,2017-09-28 19:16:11
1263,5013,2019-05-28 01:46:01
3551,3832,2021-02-18 06:38:29
724,4736,2017-03-13 05:39:45
615,5098,2013-11-04 05:31:21
3695,5108,2020-09-10 11:31:52
4422,5933,2017-09-03 06:47:33
3801,3728,2022-11-13 05:57:09
2333,4993,2022-06-16 13:46:09
1894,3774,2016-10-05 15:06:37
608,2035,2015-11-14 19:01:27
4094,4778,2012-01-09 15:22:12
158,4031,2019-06-28 17:58:19
1990,4280,2020-02-03 23:14:14
1131,2496,2024-12-30 18:12:34
1685,4451,2019-10-07 16:21:01
4101,4809,2019-08-09 22:20:39
1753,4816,2023-10-13 02:22:43
104,5250,2015-09-06 06:42:51
4692,4584,2025-11-16 08:24:07
710,3224,2011-12-23 02:47:09
2427,5053,2019-10-01 12:23:27
4205,4560,2025-12-17 21:25:20
430,4425,2023-08-09 11:15:19
2919,3812,2012-02-07 16:27:00
1815,4251,2019-07-13 05:27:28
2335,4401,2013-02-10 21:44:25
2381,3650,2015-11-16 03:09:47
3632,4599,2021-08-27 03:35:47
2924,4080,2024-08-29 07:14:32
3879,3353,2019-07-02 12:17:52
1003,4688,2010-02-22 05:03:59
1076,4883,2011-12-07 10:53:41
88,4829,2016-11-03 22:01:59
2287,3869,2024-04-21 16:28:23
2324,4911,2018-11-22 02:26:53
1886,3565,2020-04-16 04:06:19
3023,4058,2013-02-19 20:12:19
2741,4251,2013-01-26 11:56:03
3946,4633,2017-03-21 15:20:34
118,4909,2013-09-10 19:47:26
971,5374,2014-07-20 13:16:50
2268,4733,2019-08-19 05:18:06
1116,5269,2012-07-06 03:30:07
618,4500,2018-11-22 04:43:38
159,3122,2016-05-24 10:05:04
120,4456,2015-10-23 02:17:15
473,2562,2024-05-29 11:14:02
2725,3878,2020-04-19 17:26:47
1812,3786,2022-06-12 19:06:38
3080,3927,2019-09-17 04:38:34
469,4493,2017-04-13 23:25:56
1749,4231,2018-02-09 15:30:53
3407,4112,2025-06-11 11:20:07
2832,5030,2021-05-06 21:20:42
1887,4268,2025-04-16 09:56:21
4460,5005,2022-07-30 20:51:50
1480,4365,2018-12-03 00:33:34
4268,4010,2019-08-07 16:52:10
1887,4695,2025-05-28 20:30:09
4476,5906,2014-08-10 03:57:17
2475,4519,2011-05-05 21:31:48
3320,4725,2021-11-12 08:41:26
1610,3550,2010-07-11 05:51:17
1632,4545,2025-04-28 19:51:55
1771,4802,2013-01-27 02:45:40
4525,4365,2014-06-02 07:49:01
4955,4630,2017-10-19 04:41:15
1277,3759,2019-01-11 00:18:04
3459,3424,2020-09-09 19:50:52
1863,3568,2019-02-24 15:16:22
3486,5832,2018-09-26 11:51:31
3832,4716,2018-04-03 11:18:02
1316,5130,2024-02-21 22:38:01
1898,3706,2024-01-09 16:15:30
3139,3400,2011-11-04 08:17:51
1240,4560,2011-02-13 05:08:15
2264,4726,2011-05-16 05:35:03
1565,5260,2018-09-10 16:57:28
2134,3728,2013-07-08 10:15:40
4458,4241,2017-08-12 18:21:15
4386,4987,2020-09-13 09:32:59
2669,2814,2017-03-17 14:59:03
4861,5161,2024-03-29 22:54:09
1659,4334,2010-06-25 05:35:39
2496,3621,2023-07-31 13:54:25
3316,4318,2024-10-26 06:58:37
1130,4931,2011-09-22 16:19:56
4805,3277,2021-11-26 19:44:37
2483,3506,2015-02-23 13:37:58
2243,5244,2019-01-12 20:46:40
2403,3149,2011-03-22 13:46:49
1097,5006,2022-11-07 17:54:17
3627,4774,2018-12-19 23:27:17
4720,4042,2019-06-19 01:06:58
994,3576,2018-11-21 18:02:17
2466,4620,2014-02-10 05:25:04
791,5165,2020-05-17 06:11:38
1346,4973,2023-03-06 16:09:13
4842,3475,2015-03-17 09:38:58
2240,4092,2011-02-23 06:14:18
3600,3396,2024-12-13 02:19:17
2887,5666,2020-04-18 15:29:37
2381,4111,2017-06-17 09:05:19
2512,3813,2024-10-18 20:40:17
3952,2925,2024-09-15 07:49:45
2568,4742,2010-01-16 14:49:36
2171,5354,2011-07-27 05:56:39
678,4111,2023-12-30 23:55:49
3409,3805,2024-10-12 19:57:35
1552,3162,2025-02-21 01:24:32
1453,4448,2018-09-24 15:35:52
4726,5738,2024-01-26 07:48:21
3478,3265,2015-04-19 07:48:06
472,5400,2012-04-16 14:25:32
663,4369,2022-05-22 20:47:38
701,5243,2020-09-26 11:29:59
248,4477,2019-08-18 11:46:49
2922,4843,2020-01-12 07:02:14
2198,3944,2016-09-11 18:49:42
142,4761,2023-08-05 22:18:35
2446,5157,2024-11-07 08:20:54
1797,5540,2010-12-01 16:24:02
2319,5591,2024-10-15 02:11:53
3202,2790,2020-08-01 23:31:08
2099,4332,2018-12-31 17:06:59
409,4613,2021-06-18 03:46:25
1063,3540,2010-04-16 06:06:28
2879,4164,2016-01-31 12:39:21
3504,3987,2025-06-09 22:46:56
640,3086,2019-10-21 21:15:02
4667,3896,2018-08-19 19:35:05
2308,4767,2024-07-05 16:20:40
1709,4752,2010-05-17 04:31:37
1611,4061,2012-07-10 22:46:25
2879,2966,2016-03-05 05:44:32
2400,4187,2023-04-08 01:27:49
814,4937,2022-11-29 09:05:19
3277,5228,2016-10-08 00:39:10
1115,4802,2019-02-06 19:06:01
3189,4255,2024-12-24 02:58:42
1006,4456,2022-09-26 19:48:36
4891,4082,2025-09-15 06:17:16
586,3662,2015-07-17 10:25:14
4655,4128,2022-04-25 07:51:41
1560,3533,2013-03-18 03:30:08
1344,4157,2010-10-11 23:06:50
979,3633,2011-09-22 21:38:25
1979,3998,2019-08-24 02:23:40
3573,3930,2019-02-03 00:37:52
4174,4484,2010-05-06 00:45:56
2999,3143,2010-02-04 21:57:45
2961,4830,2012-05-27 17:36:39
2756,4412,2010-01-18 00:22:14
931,5027,2024-09-16 11:50:11
639,6319,2021-05-30 12:27:46
3595,5906,2010-04-24 08:42:16
1198,4996,2014-05-03 14:54:10
2960,5081,2012-03-08 08:54:30
2522,4227,2023-08-15 15:26:14
177,5429,2017-11-19 09:09:28
1192,4920,2020-11-09 16:57:08
4931,4091,2014-07-18 10:44:10
386,3898,2013-01-01 05:35:38
2460,4895,2023-07-09 12:04:07
2625,3933,2014-03-06 13:56:47
1811,4628,2022-01-25 23:13:43
4734,5197,2024-06-19 21:08:10
3381,4715,2014-05-02 01:51:39
483,4018,2014-04-02 02:56:49
3230,6059,2021-12-30 11:50:18
4015,4288,2011-08-22 19:44:38
3975,3918,2017-01-02 02:33:44
889,4557,2012-02-24 07:35:24
4620,4608,2020-08-15 10:45:04
2964,4942,2015-05-19 07:06:46
2604,5634,2012-06-09 21:56:13
4869,5687,2010-06-17 00:26:25
4099,5217,2022-08-26 06:18:48
1034,6066,2014-02-03 10:35:05
2534,5363,2017-08-21 00:57:10
3305,4892,2016-03-23 20:06:54
3138,3418,2023-10-15 09:10:31
3090,5290,2018-10-18 21:00:49
3945,4306,2012-02-28 09:31:11
72,4086,2024-06-16 09:56:39
4939,4122,2022-11-27 08:45:19
773,4230,2021-02-08 19:42:39
4182,3494,2022-10-19 22:22:27
4660,4355,2020-10-13 10:14:46
187,4064,2024-10-05 02:29:38
1718,5963,2016-10-10 09:55:37
2090,4192,2023-10-09 15:33:57
1169,4405,2025-05-14 03:34:41
3887,5272,2013-12-01 07:04:09
1674,4530,2024-04-22 19:02:58
531,5617,2024-06-28 17:42:15
4117,3933,2019-05-16 00:22:06
4629,5289,2025-10-18 23:13:44
855,5040,2023-05-28 17:06:16
1023,4919,2014-11-19 05:01:20
1001,3542,2024-03-11 09:24:38
806,3840,2010-12-13 21:51:30
2183,5525,2019-11-24 05:45:17
4253,4834,2014-04-20 00:20:18
3136,4738,2011-08-26 13:40:39
37,4232,2014-03-29 03:07:41
4711,4464,2021-07-28 22:14:35
2872,4215,2018-01-04 19:23:32
313,4757,2023-01-13 10:05:10
3354,4414,2016-03-01 13:28:45
1593,3999,2019-05-08 20:01:51
2062,4286,2018-10-31 17:12:29
521,3891,2022-12-27 22:39:26
2355,5246,2013-10-13 19:16:09
3144,4192,2010-11-27 13:41:58
4042,2873,2025-04-03 07:39:36
565,2629,2021-06-30 17:46:11
3861,5291,2018-03-15 08:23:02
3612,4258,2019-08-15 10:55:36
3360,4074,2012-09-18 18:54:05
430,4156,2018-11-25 11:38:34
2072,4953,2025-01-07 15:14:37
2097,4381,2014-11-04 10:47:14
1599,4389,2010-06-19 09:42:03
3439,4424,2018-03-31 20:53:32
1138,2497,2010-02-24 08:39:57
4724,3823,2021-04-07 07:27:19
832,3357,2014-05-15 23:19:47
3457,4478,2013-06-30 17:57:48
2418,2898,2010-06-16 11:44:03
2097,5022,2019-04-25 21:10:10
